Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,OffenseCount
0 BLOCK OF SE 97TH AVE,25-75244,Property,Hazelwood,3/24/2025,1356,Larceny Offenses,Theft From Building,45.522174914,-122.563541266,7673269,683226,3/24/2025,1
0 BLOCK OF SE 103RD AVE,25-901342,Property,Hazelwood,1/6/2025,1700,Larceny Offenses,Theft From Building,45.522120876,-122.557068255,7674927,683164,1/15/2025,1
0 BLOCK OF SE 127TH AVE,25-67948,Person,Hazelwood,3/16/2025,1841,Assault Offenses,Simple Assault,45.522080592,-122.532505833,7681220,682990,3/16/2025,1
0 BLOCK OF SE 136TH AVE,25-68753,Person,Hazelwood,3/17/2025,1514,Assault Offenses,Simple Assault,45.521987707,-122.523467353,7683535,682898,3/17/2025,1
0 BLOCK OF SE 136TH AVE,25-904059,Property,Hazelwood,2/10/2025,2005,Fraud Offenses,Identity Theft,45.521988250,-122.523592264,7683503,682899,2/18/2025,1
0 BLOCK OF SE 136TH AVE,25-904059,Property,Hazelwood,2/10/2025,2005,Larceny Offenses,All Other Larceny,45.521988250,-122.523592264,7683503,682899,2/18/2025,1
0 BLOCK OF SE 143RD AVE,25-25372,Property,Hazelwood,1/28/2025,1730,Motor Vehicle Theft,Motor Vehicle Theft,45.521942967,-122.515866886,7685482,682833,1/29/2025,1
0 BLOCK OF SE 143RD AVE,25-126733,Property,Hazelwood,5/13/2025,0000,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.521942967,-122.515866886,7685482,682833,5/15/2025,1
0 BLOCK OF SE 143RD AVE,25-132809,Property,Hazelwood,5/20/2025,2300,Motor Vehicle Theft,Motor Vehicle Theft,45.521942415,-122.515741975,7685514,682832,5/21/2025,1
0 BLOCK OF SE 146TH AVE,25-17840,Property,Hazelwood,1/21/2025,0041,Robbery,Robbery,45.521927225,-122.513165552,7686174,682810,1/21/2025,1
0 BLOCK OF SE 146TH AVE,25-105036,Property,Hazelwood,4/22/2025,1500,Motor Vehicle Theft,Motor Vehicle Theft,45.521927225,-122.513165552,7686174,682810,4/23/2025,1
0 BLOCK OF SE 146TH AVE,25-106252,Person,Hazelwood,4/24/2025,1947,Assault Offenses,Aggravated Assault,45.521927225,-122.513165552,7686174,682810,4/24/2025,1
0 BLOCK OF SE 146TH AVE,25-908938,Property,Hazelwood,4/16/2025,1530,Larceny Offenses,All Other Larceny,45.521927225,-122.513165552,7686174,682810,4/17/2025,1
0 BLOCK OF SE 148TH AVE,25-42805,Property,Glenfair,2/17/2025,1000,Motor Vehicle Theft,Motor Vehicle Theft,45.521925619,-122.510593516,7686833,682793,2/18/2025,1
0 BLOCK OF SE 148TH AVE,25-137645,Property,Hazelwood,5/25/2025,2324,Robbery,Robbery,45.521928918,-122.510718524,7686801,682795,5/26/2025,1
0 BLOCK OF SE 148TH AVE,25-911145,Property,Glenfair,3/10/2025,0000,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.521925619,-122.510593516,7686833,682793,5/13/2025,1
0 BLOCK OF SE GRAND AVE,25-96487,Property,Buckman West,4/15/2025,0923,Larceny Offenses,Shoplifting,45.522573907,-122.660647286,7648393,684022,4/15/2025,1
0 BLOCK OF SE GRAND AVE,25-102573,Property,Buckman West,4/21/2025,0701,Larceny Offenses,Shoplifting,45.522573907,-122.660647286,7648393,684022,4/21/2025,1
0 BLOCK OF SE GRAND AVE,25-133662,Person,Buckman West,5/22/2025,0406,Assault Offenses,Simple Assault,45.522573907,-122.660647286,7648393,684022,5/22/2025,1
0 BLOCK OF SE GRAND AVE,25-140981,Property,Buckman West,5/28/2025,2319,Robbery,Robbery,45.522573907,-122.660647286,7648393,684022,5/28/2025,1
0 BLOCK OF SE GRAND AVE,25-901471,Property,Buckman West,1/4/2025,1922,Larceny Offenses,Shoplifting,45.522573907,-122.660647286,7648393,684022,1/17/2025,1
0 BLOCK OF SE GRAND AVE,25-908357,Property,Buckman West,4/9/2025,2225,Larceny Offenses,All Other Larceny,45.522573907,-122.660647286,7648393,684022,4/10/2025,1
0 BLOCK OF SE GRAND AVE,25-910413,Property,Buckman West,4/4/2025,2117,Larceny Offenses,Shoplifting,45.522573907,-122.660647286,7648393,684022,5/5/2025,1
0 BLOCK OF SE MAIN ST,25-905085,Property,Buckman West,3/2/2025,2200,Larceny Offenses,Theft From Motor Vehicle,45.513631891,-122.665333440,7647105,680795,3/3/2025,1
0 BLOCK OF SE MARTIN LUTHER KING JR BLVD,25-11616,Person,Buckman West,1/14/2025,0758,Assault Offenses,Simple Assault,45.522579095,-122.661830118,7648090,684032,1/14/2025,2
0 BLOCK OF SE MARTIN LUTHER KING JR BLVD,25-11616,Property,Buckman West,1/14/2025,0758,Burglary,Burglary,45.522579095,-122.661830118,7648090,684032,1/14/2025,1
0 BLOCK OF SE MARTIN LUTHER KING JR BLVD,25-60856,Property,Buckman West,3/8/2025,1850,Vandalism,Vandalism,45.522579095,-122.661830118,7648090,684032,3/8/2025,1
0 BLOCK OF SE MARTIN LUTHER KING JR BLVD,25-73264,Property,Buckman West,3/21/2025,2250,Motor Vehicle Theft,Motor Vehicle Theft,45.522579095,-122.661830118,7648090,684032,3/22/2025,1
0 BLOCK OF SE MARTIN LUTHER KING JR BLVD,25-901093,Property,Buckman West,12/8/2024,2130,Larceny Offenses,Theft From Motor Vehicle,45.522579095,-122.661830118,7648090,684032,1/12/2025,1
0 BLOCK OF SE MARTIN LUTHER KING JR BLVD,25-902675,Property,Buckman West,7/29/2024,2140,Larceny Offenses,All Other Larceny,45.522579095,-122.661830118,7648090,684032,1/31/2025,1
0 BLOCK OF SE MORRISON ST,25-909358,Property,Buckman West,4/19/2025,1800,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.517184399,-122.665070831,7647207,682088,4/22/2025,1
0 BLOCK OF SE WASHINGTON ST,25-900215,Property,Buckman West,1/3/2025,0015,Larceny Offenses,All Other Larceny,45.518714066,-122.665285269,7647167,682647,1/3/2025,1
0 BLOCK OF SW 1ST AVE,25-900849,Property,Old Town/Chinatown,1/9/2025,0700,Larceny Offenses,All Other Larceny,45.522821194,-122.671253628,7645678,684185,1/10/2025,1
0 BLOCK OF SW 1ST AVE,25-910559,Property,Old Town/Chinatown,5/3/2025,0000,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.522816094,-122.671378332,7645646,684184,5/6/2025,1
0 BLOCK OF SW 2ND AVE,25-107728,Person,Old Town/Chinatown,4/26/2025,0645,Assault Offenses,Simple Assault,45.522826481,-122.672280349,7645415,684194,4/26/2025,2
0 BLOCK OF SW 3RD AVE,25-941,Person,Old Town/Chinatown,1/2/2025,0206,Assault Offenses,Aggravated Assault,45.522840132,-122.673299584,7645154,684206,1/2/2025,1
0 BLOCK OF SW 3RD AVE,25-50566,Person,Old Town/Chinatown,2/26/2025,0324,Assault Offenses,Aggravated Assault,45.522840132,-122.673299584,7645154,684206,2/26/2025,1
0 BLOCK OF SW 3RD AVE,25-79967,Property,Old Town/Chinatown,3/29/2025,0447,Vandalism,Vandalism,45.522840132,-122.673299584,7645154,684206,3/29/2025,1
0 BLOCK OF SW 3RD AVE,25-81056,Person,Old Town/Chinatown,3/30/2025,0843,Assault Offenses,Simple Assault,45.522840132,-122.673299584,7645154,684206,3/30/2025,1
0 BLOCK OF SW 3RD AVE,25-102561,Property,Old Town/Chinatown,4/18/2025,1500,Larceny Offenses,Theft From Motor Vehicle,45.522840132,-122.673299584,7645154,684206,4/21/2025,1
0 BLOCK OF SW 3RD AVE,25-139381,Property,Old Town/Chinatown,5/26/2025,2130,Motor Vehicle Theft,Motor Vehicle Theft,45.522840132,-122.673299584,7645154,684206,5/27/2025,1
0 BLOCK OF SW 3RD AVE,25-902233,Property,Old Town/Chinatown,1/26/2025,1415,Larceny Offenses,All Other Larceny,45.522840132,-122.673299584,7645154,684206,1/26/2025,1
0 BLOCK OF SW 3RD AVE,25-907345,Property,Old Town/Chinatown,3/30/2025,2315,Vandalism,Vandalism,45.522840132,-122.673299584,7645154,684206,3/31/2025,1
0 BLOCK OF SW ARTHUR ST,25-40668,Property,South Portland,2/15/2025,1740,Robbery,Robbery,45.503660314,-122.678305231,7643683,677250,2/15/2025,1
0 BLOCK OF SW ARTHUR ST,25-41528,Person,South Portland,2/16/2025,1817,Assault Offenses,Aggravated Assault,45.503660314,-122.678305231,7643683,677250,2/16/2025,1
0 BLOCK OF SW ARTHUR ST,25-54848,Society,South Portland,3/2/2025,0330,Animal Cruelty Offenses,Animal Cruelty,45.503660314,-122.678305231,7643683,677250,3/2/2025,1
0 BLOCK OF SW ARTHUR ST,25-123397,Property,South Portland,5/11/2025,2013,Robbery,Robbery,45.503660314,-122.678305231,7643683,677250,5/11/2025,1
0 BLOCK OF SW ARTHUR ST,25-908403,Property,South Portland,3/11/2025,2315,Fraud Offenses,Credit Card/ATM Fraud,45.503660314,-122.678305231,7643683,677250,4/11/2025,1
0 BLOCK OF SW ASH ST,25-83003,Property,Old Town/Chinatown,4/1/2025,1242,Vandalism,Vandalism,45.521642534,-122.670904119,7645756,683753,4/1/2025,1
0 BLOCK OF SW ASH ST,25-86829,Property,Old Town/Chinatown,4/5/2025,1421,Vandalism,Vandalism,45.521642534,-122.670904119,7645756,683753,4/5/2025,1
0 BLOCK OF SW ASH ST,25-802076,Property,Old Town/Chinatown,5/19/2025,0345,Arson,Arson,45.521642534,-122.670904119,7645756,683753,5/19/2025,1
0 BLOCK OF SW CURRY ST,25-902515,Property,South Portland,1/29/2025,1315,Larceny Offenses,Theft From Motor Vehicle,45.497936782,-122.678460278,7643587,675165,1/29/2025,1
0 BLOCK OF SW CURRY ST,25-905571,Property,South Portland,3/3/2025,1900,Larceny Offenses,All Other Larceny,45.498024664,-122.678455845,7643589,675197,3/8/2025,1
0 BLOCK OF SW GIBBS ST,25-903694,Property,South Portland,2/12/2025,1533,Larceny Offenses,All Other Larceny,45.499361719,-122.678409586,7643614,675684,2/12/2025,1
0 BLOCK OF SW MILES ST,25-901212,Property,South Burlingame,1/12/2025,1040,Vandalism,Vandalism,45.471212018,-122.678952772,7643198,665428,1/14/2025,1
0 BLOCK OF SW MORRISON ST,25-41127,Society,Downtown,2/16/2025,0824,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.517556759,-122.673105175,7645152,682279,2/16/2025,1
0 BLOCK OF SW MORRISON ST,25-138464,Property,Downtown,5/26/2025,1430,Motor Vehicle Theft,Motor Vehicle Theft,45.517556759,-122.673105175,7645152,682279,5/26/2025,1
0 BLOCK OF SW MORRISON ST,25-901682,Property,Downtown,1/20/2025,0403,Vandalism,Vandalism,45.517556759,-122.673105175,7645152,682279,1/20/2025,1
0 BLOCK OF SW MORRISON ST,25-905435,Property,Downtown,3/6/2025,0850,Vandalism,Vandalism,45.517556759,-122.673105175,7645152,682279,3/7/2025,1
0 BLOCK OF SW MORRISON ST,25-905650,Property,Downtown,3/10/2025,1250,Larceny Offenses,Theft From Motor Vehicle,45.517556759,-122.673105175,7645152,682279,3/10/2025,1
0 BLOCK OF SW MORRISON ST,25-906037,Property,Downtown,3/15/2025,1700,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.517556759,-122.673105175,7645152,682279,3/15/2025,1
0 BLOCK OF SW NAITO PKWY,25-15746,Property,Old Town/Chinatown,1/18/2025,1654,Stolen Property Offenses,Stolen Property Offenses,45.521976573,-122.670214341,7645936,683870,1/18/2025,1
0 BLOCK OF SW NAITO PKWY,25-15746,Society,Old Town/Chinatown,1/18/2025,1654,Weapon Law Violations,Weapons Law Violations,45.521976573,-122.670214341,7645936,683870,1/18/2025,1
0 BLOCK OF SW NAITO PKWY,25-34261,Property,Old Town/Chinatown,2/7/2025,1630,Larceny Offenses,All Other Larceny,45.521976573,-122.670214341,7645936,683870,2/8/2025,1
0 BLOCK OF SW NAITO PKWY,25-93735,Person,Old Town/Chinatown,4/12/2025,1003,Assault Offenses,Simple Assault,45.521985256,-122.670335668,7645905,683874,4/12/2025,1
0 BLOCK OF SW NAITO PKWY,25-908517,Property,Old Town/Chinatown,4/10/2025,1815,Larceny Offenses,All Other Larceny,45.521976573,-122.670214341,7645936,683870,4/14/2025,1
0 BLOCK OF SW OAK ST,25-24217,Property,Old Town/Chinatown,1/26/2025,2230,Larceny Offenses,Theft From Motor Vehicle,45.520223387,-122.671665573,7645547,683241,1/27/2025,1
0 BLOCK OF SW OAK ST,25-900271,Property,Old Town/Chinatown,1/1/2025,0200,Larceny Offenses,Theft From Motor Vehicle,45.520303781,-122.671621813,7645559,683270,1/3/2025,1
0 BLOCK OF SW PINE ST,25-77103,Property,Old Town/Chinatown,3/21/2025,1930,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.520974492,-122.671264973,7645657,683512,3/26/2025,1
0 BLOCK OF SW SALMON ST,25-13524,Property,Downtown,1/16/2025,1118,Robbery,Robbery,45.515560905,-122.674183970,7644856,681559,1/16/2025,1
0 BLOCK OF SW SALMON ST,25-45687,Person,Downtown,2/21/2025,0318,Assault Offenses,Simple Assault,45.515644041,-122.674140322,7644868,681589,2/21/2025,1
0 BLOCK OF SW SALMON ST,25-905345,Property,Downtown,3/3/2025,1545,Vandalism,Vandalism,45.515644041,-122.674140322,7644868,681589,3/6/2025,1
100 BLOCK OF N COOK ST,25-5373,Person,Eliot,1/7/2025,0453,Assault Offenses,Simple Assault,45.546827741,-122.667642538,7646838,692910,1/7/2025,1
100 BLOCK OF N COOK ST,25-33682,Property,Eliot,2/7/2025,0530,Vandalism,Vandalism,45.546827741,-122.667642538,7646838,692910,2/7/2025,1
100 BLOCK OF N COOK ST,25-38281,Property,Eliot,2/12/2025,0350,Larceny Offenses,All Other Larceny,45.546827741,-122.667642538,7646838,692910,2/12/2025,1
100 BLOCK OF N COOK ST,25-56246,Property,Eliot,3/3/2025,2027,Burglary,Burglary,45.546827741,-122.667642538,7646838,692910,3/3/2025,1
100 BLOCK OF N COOK ST,25-80881,Property,Eliot,3/30/2025,0157,Vandalism,Vandalism,45.546827741,-122.667642538,7646838,692910,3/30/2025,1
100 BLOCK OF N COOK ST,25-902095,Property,Eliot,1/24/2025,2338,Larceny Offenses,All Other Larceny,45.546827741,-122.667642538,7646838,692910,1/25/2025,1
100 BLOCK OF N COOK ST,25-909588,Property,Eliot,4/23/2025,2000,Larceny Offenses,Theft From Motor Vehicle,45.546827741,-122.667642538,7646838,692910,4/24/2025,1
100 BLOCK OF N DREXLER DR,25-21035,Property,Lloyd,1/24/2025,0940,Motor Vehicle Theft,Motor Vehicle Theft,45.531621279,-122.668576539,7646450,687374,1/24/2025,1
100 BLOCK OF N DREXLER DR,25-910280,Property,Lloyd,5/2/2025,2200,Vandalism,Vandalism,45.531621279,-122.668576539,7646450,687374,5/3/2025,1
100 BLOCK OF N KILLINGSWORTH ST,25-36308,Property,Humboldt,2/7/2025,1200,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.562664114,-122.668364739,7646808,698687,2/10/2025,1
100 BLOCK OF N KILLINGSWORTH ST,25-65247,Property,Humboldt,3/12/2025,1400,Motor Vehicle Theft,Motor Vehicle Theft,45.562751847,-122.668368092,7646808,698719,3/13/2025,1
100 BLOCK OF N KILLINGSWORTH ST,25-92225,Person,Humboldt,4/10/2025,1838,Assault Offenses,Aggravated Assault,45.562751847,-122.668368092,7646808,698719,4/10/2025,1
100 BLOCK OF N KILLINGSWORTH ST,25-127421,Person,Humboldt,5/15/2025,2225,Assault Offenses,Intimidation,45.562751847,-122.668368092,7646808,698719,5/15/2025,1
100 BLOCK OF N KILLINGSWORTH ST,25-133285,Property,Humboldt,5/20/2025,2000,Vandalism,Vandalism,45.562664114,-122.668364739,7646808,698687,5/21/2025,1
100 BLOCK OF N KILLINGSWORTH ST,25-133724,Property,Humboldt,5/15/2025,1700,Burglary,Burglary,45.562751847,-122.668368092,7646808,698719,5/26/2025,1
100 BLOCK OF N KILLINGSWORTH ST,25-906994,Property,Humboldt,3/26/2025,0900,Larceny Offenses,Theft From Building,45.562751847,-122.668368092,7646808,698719,3/26/2025,1
100 BLOCK OF N MORRIS ST,25-54100,Property,Eliot,3/1/2025,0400,Motor Vehicle Theft,Motor Vehicle Theft,45.544705856,-122.667698159,7646803,692137,3/1/2025,1
100 BLOCK OF N MORRIS ST,25-83992,Property,Eliot,3/21/2025,1229,Larceny Offenses,Theft From Building,45.544705856,-122.667698159,7646803,692137,4/2/2025,1
100 BLOCK OF N MORRIS ST,25-101985,Property,Eliot,4/20/2025,1030,Motor Vehicle Theft,Motor Vehicle Theft,45.544705856,-122.667698159,7646803,692137,4/20/2025,1
100 BLOCK OF N MORRIS ST,25-901230,Property,Eliot,12/24/2024,1633,Fraud Offenses,Credit Card/ATM Fraud,45.544705856,-122.667698159,7646803,692137,1/14/2025,1
100 BLOCK OF N ROSA PARKS WAY,25-902086,Property,Piedmont,1/20/2025,2104,Burglary,Burglary,45.569993231,-122.668172208,7646929,701357,1/24/2025,1
100 BLOCK OF N TOMAHAWK ISLAND DR,25-2454,Property,Hayden Island,1/3/2025,1645,Larceny Offenses,Theft From Motor Vehicle,45.605901293,-122.667168898,7647537,714438,1/3/2025,1
100 BLOCK OF N TOMAHAWK ISLAND DR,25-25393,Property,Hayden Island,1/29/2025,0000,Motor Vehicle Theft,Motor Vehicle Theft,45.605901293,-122.667168898,7647537,714438,1/29/2025,1
100 BLOCK OF N TOMAHAWK ISLAND DR,25-902726,Property,Hayden Island,1/30/2025,1140,Vandalism,Vandalism,45.605901293,-122.667168898,7647537,714438,1/30/2025,1
100 BLOCK OF N TOMAHAWK ISLAND DR,25-903558,Property,Hayden Island,2/10/2025,0200,Larceny Offenses,Theft From Motor Vehicle,45.605901293,-122.667168898,7647537,714438,2/11/2025,1
100 BLOCK OF NE 6TH AVE,25-902970,Property,Kerns,2/3/2025,2245,Vandalism,Vandalism,45.523998287,-122.659749116,7648637,684535,2/3/2025,1
100 BLOCK OF NE 6TH AVE,25-905401,Property,Kerns,3/4/2025,1445,Larceny Offenses,Theft From Building,45.523998287,-122.659749116,7648637,684535,3/7/2025,1
100 BLOCK OF NE 7TH AVE,25-901189,Property,Kerns,1/13/2025,1418,Larceny Offenses,Shoplifting,45.523995409,-122.658734180,7648897,684527,1/14/2025,1
100 BLOCK OF NE 9TH AVE,25-49547,Property,Kerns,2/25/2025,0154,Burglary,Burglary,45.523986487,-122.656579288,7649449,684509,2/25/2025,1
100 BLOCK OF NE 9TH AVE,25-49547,Property,Kerns,2/25/2025,0154,Vandalism,Vandalism,45.523986487,-122.656579288,7649449,684509,2/25/2025,1
100 BLOCK OF NE 11TH AVE,25-36246,Property,Kerns,2/10/2025,1233,Burglary,Burglary,45.523980667,-122.654549418,7649969,684493,2/10/2025,1
100 BLOCK OF NE 17TH AVE,25-34667,Person,Kerns,2/8/2025,1317,Assault Offenses,Simple Assault,45.523960586,-122.648588523,7651496,684445,2/8/2025,1
100 BLOCK OF NE 28TH AVE,25-22574,Property,Kerns,1/25/2025,2045,Motor Vehicle Theft,Motor Vehicle Theft,45.523959345,-122.637179557,7654419,684367,1/26/2025,1
100 BLOCK OF NE 29TH AVE,25-34138,Property,Kerns,2/7/2025,2132,Vandalism,Vandalism,45.523970933,-122.635966115,7654730,684363,2/7/2025,1
100 BLOCK OF NE 55TH AVE,25-910838,Property,North Tabor,5/5/2025,0305,Larceny Offenses,Theft From Motor Vehicle,45.523965303,-122.607594070,7661999,684170,5/9/2025,1
100 BLOCK OF NE 59TH AVE,25-78360,Property,North Tabor,3/27/2025,1332,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.523921824,-122.603228786,7663117,684125,3/27/2025,1
100 BLOCK OF NE 67TH AVE,25-908712,Property,North Tabor,3/14/2025,1735,Fraud Offenses,Credit Card/ATM Fraud,45.523893241,-122.595031230,7665217,684060,4/14/2025,1
100 BLOCK OF NE 69TH AVE,25-902269,Property,Montavilla,1/26/2025,2340,Larceny Offenses,Theft From Motor Vehicle,45.523882797,-122.591990340,7665996,684036,1/27/2025,1
100 BLOCK OF NE 79TH AVE,25-905064,Property,Montavilla,2/26/2025,1100,Larceny Offenses,All Other Larceny,45.523712383,-122.582491804,7668428,683911,3/2/2025,1
100 BLOCK OF NE 80TH AVE,25-903671,Property,Montavilla,2/11/2025,1700,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.523918751,-122.581398706,7668710,683979,2/12/2025,1
100 BLOCK OF NE 102ND AVE,25-38495,Society,Hazelwood,2/12/2025,2117,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.523440096,-122.558318177,7674619,683653,2/12/2025,1
100 BLOCK OF NE 102ND AVE,25-54930,Property,Hazelwood,3/2/2025,1846,Burglary,Burglary,45.523440096,-122.558318177,7674619,683653,3/2/2025,1
100 BLOCK OF NE 109TH AVE,25-902101,Property,Hazelwood,11/17/2024,1301,Fraud Offenses,Credit Card/ATM Fraud,45.523255993,-122.550661634,7676579,683536,1/24/2025,1
100 BLOCK OF NE 120TH AVE,25-24963,Property,Hazelwood,1/26/2025,1630,Motor Vehicle Theft,Motor Vehicle Theft,45.523738444,-122.539122228,7679540,683637,1/28/2025,1
100 BLOCK OF NE 120TH AVE,25-59514,Property,Hazelwood,3/5/2025,1000,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.523738444,-122.539122228,7679540,683637,3/7/2025,1
100 BLOCK OF NE 126TH AVE,25-63212,Property,Hazelwood,9/1/2024,1200,Fraud Offenses,Credit Card/ATM Fraud,45.524202688,-122.533670745,7680941,683771,3/11/2025,1
100 BLOCK OF NE 128TH AVE,25-901461,Property,Hazelwood,1/16/2025,1421,Larceny Offenses,All Other Larceny,45.523676427,-122.531626241,7681460,683566,1/17/2025,1
100 BLOCK OF NE 143RD AVE,25-97696,Property,Hazelwood,4/15/2025,2330,Motor Vehicle Theft,Motor Vehicle Theft,45.523611500,-122.515840260,7685504,683441,4/16/2025,1
100 BLOCK OF NE 143RD AVE,25-110849,Property,Hazelwood,4/27/2025,0000,Larceny Offenses,Theft From Motor Vehicle,45.523611500,-122.515840260,7685504,683441,4/29/2025,1
100 BLOCK OF NE 147TH AVE,25-11612,Property,Hazelwood,1/13/2025,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.523511789,-122.511980593,7686492,683380,1/14/2025,1
100 BLOCK OF NE 160TH AVE,25-101410,Property,Glenfair,4/17/2025,1800,Vandalism,Vandalism,45.523696062,-122.499064404,7689803,683365,4/19/2025,1
100 BLOCK OF NE ALBERTA ST,25-19808,Property,King,1/19/2025,1600,Motor Vehicle Theft,Motor Vehicle Theft,45.559070069,-122.663989818,7647893,697347,1/23/2025,1
100 BLOCK OF NE COLUMBIA BLVD,25-906467,Property,Piedmont,3/19/2025,1305,Fraud Offenses,Identity Theft,45.581871540,-122.664176020,7648068,705659,3/19/2025,1
100 BLOCK OF NE FARGO ST,25-125713,Property,Eliot,5/13/2025,1600,Motor Vehicle Theft,Motor Vehicle Theft,45.546103793,-122.663690658,7647843,692619,5/14/2025,1
100 BLOCK OF NE FARGO ST,25-911081,Property,Eliot,5/1/2025,1600,Larceny Offenses,Theft From Motor Vehicle,45.546015986,-122.663691216,7647842,692587,5/14/2025,1
100 BLOCK OF NE FARGO ST,25-912359,Property,Eliot,5/26/2025,2100,Larceny Offenses,Theft From Motor Vehicle,45.546015986,-122.663691216,7647842,692587,5/28/2025,1
100 BLOCK OF NE GRAND AVE,25-95747,Property,Kerns,4/14/2025,1300,Burglary,Burglary,45.524001155,-122.660764051,7648377,684543,4/14/2025,1
100 BLOCK OF NE MARTIN LUTHER KING JR BLVD,25-74528,Property,Kerns,3/23/2025,1830,Larceny Offenses,Theft From Building,45.524003108,-122.661681373,7648142,684550,3/23/2025,1
100 BLOCK OF NE MARTIN LUTHER KING JR BLVD,25-75012,Property,Kerns,3/23/2025,1730,Larceny Offenses,All Other Larceny,45.524003108,-122.661681373,7648142,684550,3/24/2025,1
100 BLOCK OF NE MARTIN LUTHER KING JR BLVD,25-901389,Property,Kerns,1/16/2025,0940,Larceny Offenses,All Other Larceny,45.524003108,-122.661681373,7648142,684550,1/16/2025,1
100 BLOCK OF NE MULTNOMAH ST,25-904363,Property,Lloyd,2/21/2025,2030,Larceny Offenses,All Other Larceny,45.530847499,-122.664213920,7647560,687062,2/21/2025,1
